"","GEOID","NAME","populationE","med_ageE","bachelor_degree_25E","med_hh_incomeE","whiteE","blackE","asianE","hispanicE"
"615","360050425005","Block Group 5, Census Tract 425, Bronx County, New York",360,31.2,159,66536,85,0,75,207
"616","360050425006","Block Group 6, Census Tract 425, Bronx County, New York",736,12.9,75,NA,194,74,11,548
"617","360050426005","Block Group 5, Census Tract 426, Bronx County, New York",1065,34.3,269,66934,129,936,0,84
"618","360050426006","Block Group 6, Census Tract 426, Bronx County, New York",591,47.3,187,74762,0,516,75,0
"619","360050429023","Block Group 3, Census Tract 429.02, Bronx County, New York",636,33.6,117,29063,93,301,64,334
"620","360050434001","Block Group 1, Census Tract 434, Bronx County, New York",1450,30.4,94,53558,73,909,0,413
"621","360050430003","Block Group 3, Census Tract 430, Bronx County, New York",946,33.5,79,35795,68,669,0,137
"622","360050431006","Block Group 6, Census Tract 431, Bronx County, New York",1706,36.4,147,22153,294,610,46,1048
"623","360050431008","Block Group 8, Census Tract 431, Bronx County, New York",1009,53.2,136,32908,349,263,0,690
"624","360050434003","Block Group 3, Census Tract 434, Bronx County, New York",644,36.7,73,59271,105,498,0,119
"625","360050434004","Block Group 4, Census Tract 434, Bronx County, New York",1161,32.3,118,50188,198,586,238,304
"626","360050442003","Block Group 3, Census Tract 442, Bronx County, New York",727,25.8,108,49271,91,603,0,124
"627","360050442004","Block Group 4, Census Tract 442, Bronx County, New York",970,27.9,110,71901,450,520,0,487
"628","360050444001","Block Group 1, Census Tract 444, Bronx County, New York",1453,39.7,265,81912,146,1232,20,51
"629","360050444002","Block Group 2, Census Tract 444, Bronx County, New York",846,41.4,152,61125,0,660,0,149
"630","360050444003","Block Group 3, Census Tract 444, Bronx County, New York",882,41.8,101,73281,138,664,38,211
"631","360050444004","Block Group 4, Census Tract 444, Bronx County, New York",996,47.8,176,72386,51,787,101,33
"632","360050456001","Block Group 1, Census Tract 456, Bronx County, New York",1040,47.2,301,81000,13,965,33,7
"633","360050456002","Block Group 2, Census Tract 456, Bronx County, New York",1057,36.3,166,109500,164,847,0,328
"634","360050336005","Block Group 5, Census Tract 336, Bronx County, New York",930,25.4,69,27426,455,475,0,529
"635","360050336006","Block Group 6, Census Tract 336, Bronx County, New York",1397,33.4,150,21935,157,824,0,573
"636","360050337001","Block Group 1, Census Tract 337, Bronx County, New York",520,46.5,192,97946,285,98,30,156
"637","360050337002","Block Group 2, Census Tract 337, Bronx County, New York",873,46.1,429,89904,560,44,68,221
"638","360050337003","Block Group 3, Census Tract 337, Bronx County, New York",988,45.3,466,93352,775,70,103,129
"639","360050338003","Block Group 3, Census Tract 338, Bronx County, New York",1319,28.8,74,NA,105,441,0,868
"640","360050338004","Block Group 4, Census Tract 338, Bronx County, New York",1319,37.1,156,53393,245,556,299,357
"641","360050340004","Block Group 4, Census Tract 340, Bronx County, New York",1193,35.7,197,46759,125,477,33,667
"642","360050342002","Block Group 2, Census Tract 342, Bronx County, New York",1115,39.2,237,72333,281,427,84,503
"643","360050343002","Block Group 2, Census Tract 343, Bronx County, New York",833,28.5,227,69205,382,126,3,394
"644","360050344002","Block Group 2, Census Tract 344, Bronx County, New York",820,35.4,205,NA,52,411,29,289
"645","360050345003","Block Group 3, Census Tract 345, Bronx County, New York",638,48.1,226,64141,524,30,65,60
"646","360050348001","Block Group 1, Census Tract 348, Bronx County, New York",679,28.1,87,47443,5,458,0,216
"647","360050348002","Block Group 2, Census Tract 348, Bronx County, New York",2667,25.8,29,26953,814,763,0,1839
"648","360050348003","Block Group 3, Census Tract 348, Bronx County, New York",1222,53.7,253,NA,221,991,0,232
"649","360050351003","Block Group 3, Census Tract 351, Bronx County, New York",1123,42.8,504,85066,667,129,159,361
"650","360050356002","Block Group 2, Census Tract 356, Bronx County, New York",704,45.9,119,67818,112,431,0,194
"651","360050358005","Block Group 5, Census Tract 358, Bronx County, New York",982,30.7,153,91328,105,638,0,483
"652","360050358006","Block Group 6, Census Tract 358, Bronx County, New York",1826,39.2,415,81146,352,1076,82,472
"653","360050360001","Block Group 1, Census Tract 360, Bronx County, New York",948,42,153,80074,123,564,116,252
"654","360050360003","Block Group 3, Census Tract 360, Bronx County, New York",1367,43.2,231,84297,201,541,238,506
"655","360050361003","Block Group 3, Census Tract 361, Bronx County, New York",1181,32.3,14,18345,138,334,0,864
"656","360050369022","Block Group 2, Census Tract 369.02, Bronx County, New York",1383,28.4,139,17895,426,422,0,976
"657","360050376002","Block Group 2, Census Tract 376, Bronx County, New York",960,40.6,185,55903,46,334,53,553
"658","360050370003","Block Group 3, Census Tract 370, Bronx County, New York",881,42.2,145,66326,166,528,0,315
"659","360050375041","Block Group 1, Census Tract 375.04, Bronx County, New York",703,42.4,33,20816,200,171,0,520
"660","360050375042","Block Group 2, Census Tract 375.04, Bronx County, New York",1047,28.9,78,12656,288,565,0,648
"661","360050378003","Block Group 3, Census Tract 378, Bronx County, New York",659,39.3,33,21250,82,283,0,376
"662","360050379005","Block Group 5, Census Tract 379, Bronx County, New York",1823,25.3,108,22222,184,1082,42,874
"663","360050380003","Block Group 3, Census Tract 380, Bronx County, New York",1963,25.2,184,18750,110,1731,0,492
"664","360050381004","Block Group 4, Census Tract 381, Bronx County, New York",925,26.4,45,39257,11,296,0,690
"665","360050381005","Block Group 5, Census Tract 381, Bronx County, New York",804,32.2,125,100539,141,324,0,479
"666","360050383011","Block Group 1, Census Tract 383.01, Bronx County, New York",1518,32.3,40,28967,102,422,0,1229
"667","360050383013","Block Group 3, Census Tract 383.01, Bronx County, New York",1861,31,187,45027,211,545,0,1326
"668","360050383021","Block Group 1, Census Tract 383.02, Bronx County, New York",2660,24.6,75,29000,276,656,0,1969
"669","360050383023","Block Group 3, Census Tract 383.02, Bronx County, New York",2180,28.6,119,16440,154,1313,0,873
"670","360050386006","Block Group 6, Census Tract 386, Bronx County, New York",1164,22.7,0,NA,0,818,0,230
"671","360050386008","Block Group 8, Census Tract 386, Bronx County, New York",677,42.6,97,29731,0,668,0,78
"672","360050389005","Block Group 5, Census Tract 389, Bronx County, New York",744,24.9,36,42188,72,0,0,715
"673","360050392002","Block Group 2, Census Tract 392, Bronx County, New York",572,41.2,17,38958,49,459,0,148
"674","360050393005","Block Group 5, Census Tract 393, Bronx County, New York",690,69.5,31,15701,70,73,65,529
"675","360050394003","Block Group 3, Census Tract 394, Bronx County, New York",1092,46,115,52159,283,703,0,437
"676","360050394004","Block Group 4, Census Tract 394, Bronx County, New York",1055,26.8,37,NA,58,755,0,291
"677","360050395003","Block Group 3, Census Tract 395, Bronx County, New York",943,37.3,97,17446,141,259,18,696
"678","360050395004","Block Group 4, Census Tract 395, Bronx County, New York",1001,24,101,33043,89,803,0,302
"679","360050204003","Block Group 3, Census Tract 204, Bronx County, New York",1232,40.8,166,49545,162,235,144,793
"680","360050205012","Block Group 2, Census Tract 205.01, Bronx County, New York",2399,37.2,81,13783,172,939,0,1569
"681","360050205013","Block Group 3, Census Tract 205.01, Bronx County, New York",2047,29.3,185,16277,154,633,23,1471
"682","360050205021","Block Group 1, Census Tract 205.02, Bronx County, New York",1008,40.4,58,11974,96,134,6,903
"683","360050205022","Block Group 2, Census Tract 205.02, Bronx County, New York",326,31.6,54,41683,0,175,0,191
"684","360050206012","Block Group 2, Census Tract 206.01, Bronx County, New York",1113,36.4,156,52717,353,77,262,686
"685","360050209001","Block Group 1, Census Tract 209, Bronx County, New York",547,51.1,48,11458,84,316,0,267
"686","360050209003","Block Group 3, Census Tract 209, Bronx County, New York",1736,34.8,195,35184,188,665,0,1141
"687","360050209004","Block Group 4, Census Tract 209, Bronx County, New York",1436,36.8,211,47571,143,518,0,882
"688","360050210012","Block Group 2, Census Tract 210.01, Bronx County, New York",34,NA,0,NA,0,0,0,34
"689","360050210013","Block Group 3, Census Tract 210.01, Bronx County, New York",764,38.2,227,89798,209,433,0,400
"690","360050210015","Block Group 5, Census Tract 210.01, Bronx County, New York",1782,30.6,447,51936,193,599,329,787
"691","360050210016","Block Group 6, Census Tract 210.01, Bronx County, New York",1495,38,233,64353,190,774,0,831
"692","360050210022","Block Group 2, Census Tract 210.02, Bronx County, New York",836,33.3,12,44891,152,282,255,276
"693","360050210023","Block Group 3, Census Tract 210.02, Bronx County, New York",0,NA,0,NA,0,0,0,0
"694","360050210025","Block Group 5, Census Tract 210.02, Bronx County, New York",413,50,47,NA,0,125,212,65
"695","360050147024","Block Group 4, Census Tract 147.02, Bronx County, New York",822,33.1,63,25513,147,100,0,678
"696","360050147021","Block Group 1, Census Tract 147.02, Bronx County, New York",767,28.8,47,16942,185,364,0,382
"697","360050147022","Block Group 2, Census Tract 147.02, Bronx County, New York",1656,25.9,118,23125,82,951,0,813
"698","360050147023","Block Group 3, Census Tract 147.02, Bronx County, New York",2103,21.5,45,21071,79,823,0,1356
"699","360050152001","Block Group 1, Census Tract 152, Bronx County, New York",1006,33.9,167,76429,418,7,27,755
"700","360050152002","Block Group 2, Census Tract 152, Bronx County, New York",1580,45.4,233,68333,799,184,94,824
"701","360050456003","Block Group 3, Census Tract 456, Bronx County, New York",1247,43.2,196,76343,805,218,135,461
"702","360050458002","Block Group 2, Census Tract 458, Bronx County, New York",2248,23.2,79,22222,506,991,25,1291
"703","360050147012","Block Group 2, Census Tract 147.01, Bronx County, New York",1780,25.4,112,11875,319,864,3,968
"704","360050147013","Block Group 3, Census Tract 147.01, Bronx County, New York",1739,25.7,118,21094,290,865,0,961
"705","360050212003","Block Group 3, Census Tract 212, Bronx County, New York",1445,46,294,63581,78,882,160,398
"706","360050212005","Block Group 5, Census Tract 212, Bronx County, New York",644,50.5,98,NA,97,437,14,210
"707","360050213012","Block Group 2, Census Tract 213.01, Bronx County, New York",1138,31,136,25089,160,263,0,867
"708","360050213024","Block Group 4, Census Tract 213.02, Bronx County, New York",2482,30,259,30867,132,1238,0,1359
"709","360050215013","Block Group 3, Census Tract 215.01, Bronx County, New York",1749,26,240,47083,147,744,0,1131
"710","360050215025","Block Group 5, Census Tract 215.02, Bronx County, New York",1562,29.7,100,26146,174,328,0,1227
"711","360050216024","Block Group 4, Census Tract 216.02, Bronx County, New York",935,31.7,210,41771,188,164,180,588
"712","360050216025","Block Group 5, Census Tract 216.02, Bronx County, New York",471,36.7,25,NA,25,89,147,209
"713","360050217002","Block Group 2, Census Tract 217, Bronx County, New York",1119,29,83,31667,65,393,0,700
"714","360050217003","Block Group 3, Census Tract 217, Bronx County, New York",1067,40.4,93,48902,153,833,0,218
"715","360050221011","Block Group 1, Census Tract 221.01, Bronx County, New York",630,32,92,30208,76,31,27,552
"716","360050221012","Block Group 2, Census Tract 221.01, Bronx County, New York",1378,30.6,72,29335,77,281,0,1098
"717","360050221021","Block Group 1, Census Tract 221.02, Bronx County, New York",2706,27.7,205,24481,283,197,29,2493
"718","360050221022","Block Group 2, Census Tract 221.02, Bronx County, New York",1215,33.7,44,20346,92,254,19,978
"719","360050222001","Block Group 1, Census Tract 222, Bronx County, New York",943,37,143,37639,243,178,137,537
"720","360050222002","Block Group 2, Census Tract 222, Bronx County, New York",570,35.8,48,49412,189,62,108,277
"721","360050222004","Block Group 4, Census Tract 222, Bronx County, New York",1146,38.9,96,45152,96,0,469,596
"722","360050224031","Block Group 1, Census Tract 224.03, Bronx County, New York",985,30.1,212,23144,245,209,0,682
"723","360050224041","Block Group 1, Census Tract 224.04, Bronx County, New York",918,32.6,170,58780,263,179,41,548
"724","360050224042","Block Group 2, Census Tract 224.04, Bronx County, New York",1175,42.3,328,43990,355,436,69,504
"725","360050225006","Block Group 6, Census Tract 225, Bronx County, New York",2553,25.9,157,33401,55,769,75,1950
"726","360050228004","Block Group 4, Census Tract 228, Bronx County, New York",1334,32.2,316,45066,454,205,306,629
"727","360050233014","Block Group 4, Census Tract 233.01, Bronx County, New York",805,29.2,36,NA,52,125,0,684
"728","360050235013","Block Group 3, Census Tract 235.01, Bronx County, New York",1025,29.2,9,37337,126,35,8,986
"729","360050235024","Block Group 4, Census Tract 235.02, Bronx County, New York",854,38.4,0,39205,400,224,16,767
"730","360050236002","Block Group 2, Census Tract 236, Bronx County, New York",848,25.9,59,39038,377,111,33,388
"731","360050237032","Block Group 2, Census Tract 237.03, Bronx County, New York",1190,36.4,26,NA,242,233,19,952
"732","360050237033","Block Group 3, Census Tract 237.03, Bronx County, New York",1062,26.5,67,32500,44,332,0,865
"733","360050237042","Block Group 2, Census Tract 237.04, Bronx County, New York",1615,28.7,44,20285,77,481,0,1187
"734","360050237043","Block Group 3, Census Tract 237.04, Bronx County, New York",1271,25.8,86,NA,0,252,0,1043
"735","360050238002","Block Group 2, Census Tract 238, Bronx County, New York",1155,34.6,166,56250,308,285,74,568
"736","360050238003","Block Group 3, Census Tract 238, Bronx County, New York",1067,33.2,154,41154,185,184,147,614
"737","360050240003","Block Group 3, Census Tract 240, Bronx County, New York",1061,45.1,116,38162,184,423,30,609
"738","360050241005","Block Group 5, Census Tract 241, Bronx County, New York",2081,27.4,209,37768,209,462,28,1558
"739","360050245011","Block Group 1, Census Tract 245.01, Bronx County, New York",1637,30.4,50,13325,48,372,54,1228
"740","360050245013","Block Group 3, Census Tract 245.01, Bronx County, New York",559,35.2,0,25380,38,107,0,478
"741","360050245014","Block Group 4, Census Tract 245.01, Bronx County, New York",1326,23.1,78,26029,80,273,0,1096
"742","360050245022","Block Group 2, Census Tract 245.02, Bronx County, New York",416,46.8,0,18250,78,0,0,416
"743","360050310003","Block Group 3, Census Tract 310, Bronx County, New York",2314,36.7,593,99375,1079,454,174,953
"744","360050319000","Block Group 0, Census Tract 319, Bronx County, New York",0,NA,0,NA,0,0,0,0
"745","360050323003","Block Group 3, Census Tract 323, Bronx County, New York",316,42,36,51641,115,0,0,24
"746","360050323004","Block Group 4, Census Tract 323, Bronx County, New York",1287,57.8,585,69000,866,99,252,116
"747","360050326002","Block Group 2, Census Tract 326, Bronx County, New York",1128,44.3,220,88969,468,227,248,260
"748","360050326003","Block Group 3, Census Tract 326, Bronx County, New York",1158,43.6,169,107230,623,138,228,145
"749","360050330004","Block Group 4, Census Tract 330, Bronx County, New York",719,61.1,58,14266,253,300,0,381
"750","360050332011","Block Group 1, Census Tract 332.01, Bronx County, New York",1853,40.1,610,53807,744,246,38,1280
"751","360050332013","Block Group 3, Census Tract 332.01, Bronx County, New York",1310,43.3,232,35160,477,176,0,715
"752","360050332021","Block Group 1, Census Tract 332.02, Bronx County, New York",1254,48.4,126,47772,530,224,6,861
"753","360050332023","Block Group 3, Census Tract 332.02, Bronx County, New York",428,34.5,94,63448,166,202,0,150
"754","360050332024","Block Group 4, Census Tract 332.02, Bronx County, New York",800,63.9,124,12195,181,362,0,395
"755","360050335001","Block Group 1, Census Tract 335, Bronx County, New York",316,32.9,156,250001,299,11,6,6
"756","360050300005","Block Group 5, Census Tract 300, Bronx County, New York",974,31.3,310,65417,561,91,70,384
"757","360050301002","Block Group 2, Census Tract 301, Bronx County, New York",604,54.5,330,99722,377,24,29,204
"758","360050302002","Block Group 2, Census Tract 302, Bronx County, New York",2497,43.2,446,51875,388,1342,0,477
"759","360050302004","Block Group 4, Census Tract 302, Bronx County, New York",203,67.6,71,47470,0,173,0,30
"760","360050302005","Block Group 5, Census Tract 302, Bronx County, New York",5193,43.4,1257,53802,270,3885,135,1172
"761","360050307011","Block Group 1, Census Tract 307.01, Bronx County, New York",735,59.1,445,152734,555,46,28,133
"762","360050307012","Block Group 2, Census Tract 307.01, Bronx County, New York",2111,43.8,1101,100982,1673,337,64,207
"763","360050307014","Block Group 4, Census Tract 307.01, Bronx County, New York",1516,41.5,744,99911,1304,201,11,126
"764","360050309000","Block Group 0, Census Tract 309, Bronx County, New York",0,NA,0,NA,0,0,0,0
"765","360050309001","Block Group 1, Census Tract 309, Bronx County, New York",1022,85,338,51292,864,112,9,78
"766","360050309002","Block Group 2, Census Tract 309, Bronx County, New York",554,57.8,350,131875,504,38,9,38
"767","360050309003","Block Group 3, Census Tract 309, Bronx County, New York",1198,39.8,617,101500,1007,59,71,304
"768","360050309004","Block Group 4, Census Tract 309, Bronx County, New York",929,45.9,466,114583,702,95,56,250
"769","360050001000","Block Group 0, Census Tract 1, Bronx County, New York",0,NA,0,NA,0,0,0,0
"770","360050002000","Block Group 0, Census Tract 2, Bronx County, New York",0,NA,0,NA,0,0,0,0
"771","360050002003","Block Group 3, Census Tract 2, Bronx County, New York",920,47.9,171,65500,512,286,104,602
"772","360050004002","Block Group 2, Census Tract 4, Bronx County, New York",1090,38.4,127,59205,882,100,23,980
"773","360050004004","Block Group 4, Census Tract 4, Bronx County, New York",656,35,202,102368,352,89,20,476
"774","360050016002","Block Group 2, Census Tract 16, Bronx County, New York",966,51,126,46711,721,113,0,807
"775","360050016004","Block Group 4, Census Tract 16, Bronx County, New York",1094,45.6,104,42143,378,382,0,782
"776","360050019000","Block Group 0, Census Tract 19, Bronx County, New York",0,NA,0,NA,0,0,0,0
"777","360050019002","Block Group 2, Census Tract 19, Bronx County, New York",161,30.5,10,NA,23,19,8,123
"778","360050019003","Block Group 3, Census Tract 19, Bronx County, New York",902,31,93,55625,173,384,17,396
"779","360050458003","Block Group 3, Census Tract 458, Bronx County, New York",0,NA,0,NA,0,0,0,0
"780","360050458004","Block Group 4, Census Tract 458, Bronx County, New York",2371,28.2,145,25735,575,1173,37,1572
"781","360050462014","Block Group 4, Census Tract 462.01, Bronx County, New York",4728,41.8,937,63653,753,3305,0,1290
"782","360050462015","Block Group 5, Census Tract 462.01, Bronx County, New York",2772,44.3,849,72156,395,1773,0,577
"783","360050462016","Block Group 6, Census Tract 462.01, Bronx County, New York",3846,35.9,807,88841,255,2072,425,1237
"784","360050462017","Block Group 7, Census Tract 462.01, Bronx County, New York",2801,53.3,798,56121,590,1380,254,578
"785","360050462018","Block Group 8, Census Tract 462.01, Bronx County, New York",0,NA,0,NA,0,0,0,0
"786","360050462019","Block Group 9, Census Tract 462.01, Bronx County, New York",1379,63.6,685,29061,151,979,169,297
"787","360050462025","Block Group 5, Census Tract 462.02, Bronx County, New York",2643,47.2,727,94672,233,2189,0,428
"788","360050462026","Block Group 6, Census Tract 462.02, Bronx County, New York",810,41.2,102,NA,130,497,49,264
"789","360050484003","Block Group 3, Census Tract 484, Bronx County, New York",448,44.5,62,110000,51,229,0,168
"790","360050484004","Block Group 4, Census Tract 484, Bronx County, New York",1486,38.6,246,68688,116,1360,9,103
"791","360050504000","Block Group 0, Census Tract 504, Bronx County, New York",0,NA,0,NA,0,0,0,0
"792","360050504001","Block Group 1, Census Tract 504, Bronx County, New York",222,25.8,0,NA,123,61,3,194
"793","360050516000","Block Group 0, Census Tract 516, Bronx County, New York",0,NA,0,NA,0,0,0,0
"794","360050516005","Block Group 5, Census Tract 516, Bronx County, New York",0,NA,0,NA,0,0,0,0
"795","360050090003","Block Group 3, Census Tract 90, Bronx County, New York",878,24.4,31,20595,358,200,0,678
"796","360050090004","Block Group 4, Census Tract 90, Bronx County, New York",846,38.7,131,84125,262,255,54,455
"797","360050090005","Block Group 5, Census Tract 90, Bronx County, New York",1545,38.3,76,19647,695,598,0,1176
"798","360050092004","Block Group 4, Census Tract 92, Bronx County, New York",861,44.1,280,60556,186,136,335,331
"799","360050092005","Block Group 5, Census Tract 92, Bronx County, New York",947,35.4,109,46969,253,252,48,619
"800","360050093000","Block Group 0, Census Tract 93, Bronx County, New York",0,NA,0,NA,0,0,0,0
"801","360050093001","Block Group 1, Census Tract 93, Bronx County, New York",0,NA,0,NA,0,0,0,0
"802","360050093002","Block Group 2, Census Tract 93, Bronx County, New York",1015,26.3,100,NA,190,390,0,713
"803","360050093003","Block Group 3, Census Tract 93, Bronx County, New York",2269,29.6,134,36066,157,802,1,1476
"804","360050093004","Block Group 4, Census Tract 93, Bronx County, New York",1190,37.5,103,33458,180,382,0,817
"805","360050093005","Block Group 5, Census Tract 93, Bronx County, New York",787,42.1,50,30435,28,292,0,493
"806","360050093006","Block Group 6, Census Tract 93, Bronx County, New York",843,32.3,24,NA,71,409,0,426
"807","360050096001","Block Group 1, Census Tract 96, Bronx County, New York",2182,37.7,301,47125,431,529,445,1170
"808","360050098005","Block Group 5, Census Tract 98, Bronx County, New York",1148,46.7,262,40586,230,546,0,572
"809","360050110000","Block Group 0, Census Tract 110, Bronx County, New York",0,NA,0,NA,0,0,0,0
"810","360050117000","Block Group 0, Census Tract 117, Bronx County, New York",0,NA,0,NA,0,0,0,0
"811","360050117001","Block Group 1, Census Tract 117, Bronx County, New York",1586,26.6,138,23149,164,608,0,1027
"812","360050118000","Block Group 0, Census Tract 118, Bronx County, New York",0,NA,0,NA,0,0,0,0
"813","360050132000","Block Group 0, Census Tract 132, Bronx County, New York",0,NA,0,NA,0,0,0,0
"814","360050138000","Block Group 0, Census Tract 138, Bronx County, New York",0,NA,0,NA,0,0,0,0
"815","360050147011","Block Group 1, Census Tract 147.01, Bronx County, New York",3601,22.6,160,16354,166,1620,0,2308
"816","360050153003","Block Group 3, Census Tract 153, Bronx County, New York",1396,34.1,160,17382,54,735,0,811
"817","360050019004","Block Group 4, Census Tract 19, Bronx County, New York",0,NA,0,NA,0,0,0,0
"818","360050019005","Block Group 5, Census Tract 19, Bronx County, New York",0,NA,0,NA,0,0,0,0
"819","360050020005","Block Group 5, Census Tract 20, Bronx County, New York",992,35.2,75,37098,304,607,0,596
"820","360050020006","Block Group 6, Census Tract 20, Bronx County, New York",1266,30.3,79,NA,212,731,0,920
"821","360050023003","Block Group 3, Census Tract 23, Bronx County, New York",1769,30.5,38,16925,99,839,0,1093
"822","360050024000","Block Group 0, Census Tract 24, Bronx County, New York",0,NA,0,NA,0,0,0,0
"823","360050024001","Block Group 1, Census Tract 24, Bronx County, New York",172,27.9,89,NA,69,89,0,0
"824","360050025005","Block Group 5, Census Tract 25, Bronx County, New York",684,36.6,23,32195,269,159,0,454
"825","360050028000","Block Group 0, Census Tract 28, Bronx County, New York",0,NA,0,NA,0,0,0,0
"826","360050028002","Block Group 2, Census Tract 28, Bronx County, New York",2071,40.5,350,51640,32,1627,29,305
"827","360050028004","Block Group 4, Census Tract 28, Bronx County, New York",1017,35.7,241,55972,54,832,0,521
"828","360050037001","Block Group 1, Census Tract 37, Bronx County, New York",269,51.1,43,NA,92,75,0,171
"829","360050039005","Block Group 5, Census Tract 39, Bronx County, New York",1414,32.5,0,24250,289,197,0,1208
"830","360050042001","Block Group 1, Census Tract 42, Bronx County, New York",673,56.5,40,53093,223,382,0,418
"831","360050042002","Block Group 2, Census Tract 42, Bronx County, New York",2070,31.9,0,20760,987,767,0,1036
"832","360050042004","Block Group 4, Census Tract 42, Bronx County, New York",1123,35.2,82,37976,337,637,0,486
"833","360050042005","Block Group 5, Census Tract 42, Bronx County, New York",625,65.1,142,45357,106,384,71,169
"834","360050042007","Block Group 7, Census Tract 42, Bronx County, New York",539,40.4,76,18817,103,118,17,339
"835","360050050011","Block Group 1, Census Tract 50.01, Bronx County, New York",1044,40.5,96,34112,251,164,49,822
"836","360050251007","Block Group 7, Census Tract 251, Bronx County, New York",702,43.7,102,33299,5,189,126,385
"837","360050263004","Block Group 4, Census Tract 263, Bronx County, New York",936,29.9,56,61378,155,115,0,857
"838","360050266013","Block Group 3, Census Tract 266.01, Bronx County, New York",916,44.9,111,60536,552,102,94,310
"839","360050267012","Block Group 2, Census Tract 267.01, Bronx County, New York",1604,30.3,146,27926,150,436,0,1257
"840","360050115023","Block Group 3, Census Tract 115.02, Bronx County, New York",1562,33.2,63,26932,21,732,9,882
"841","360050141002","Block Group 2, Census Tract 141, Bronx County, New York",1898,31.8,234,26359,90,915,0,970
"842","360050151004","Block Group 4, Census Tract 151, Bronx County, New York",1251,39.1,193,44444,138,407,0,852
"843","360050151003","Block Group 3, Census Tract 151, Bronx County, New York",1802,31.6,221,21875,236,609,0,1181
"844","360050155002","Block Group 2, Census Tract 155, Bronx County, New York",735,44,88,28929,33,145,59,531
"845","360050243001","Block Group 1, Census Tract 243, Bronx County, New York",1447,26.4,74,18182,69,312,0,1168
"846","360050223004","Block Group 4, Census Tract 223, Bronx County, New York",1338,44.2,139,20703,169,391,9,946
"847","360050254002","Block Group 2, Census Tract 254, Bronx County, New York",956,35.9,215,60833,705,89,114,216
"848","360050296001","Block Group 1, Census Tract 296, Bronx County, New York",1451,34.4,562,56181,450,266,459,552
"849","360050027011","Block Group 1, Census Tract 27.01, Bronx County, New York",1370,27.9,67,20691,98,612,0,833
"850","360050065003","Block Group 3, Census Tract 65, Bronx County, New York",1067,25.6,32,27736,343,10,34,965
"851","360050235021","Block Group 1, Census Tract 235.02, Bronx County, New York",1698,48.9,176,17384,287,490,0,1421
"852","360050251006","Block Group 6, Census Tract 251, Bronx County, New York",285,36.1,0,NA,0,10,0,275
"853","360050251002","Block Group 2, Census Tract 251, Bronx County, New York",1043,30.8,126,NA,76,284,0,805
"854","360050369021","Block Group 1, Census Tract 369.02, Bronx County, New York",773,35.3,7,NA,128,269,0,590
"855","360050373003","Block Group 3, Census Tract 373, Bronx County, New York",1080,32.7,125,NA,159,752,0,647
"856","360050378002","Block Group 2, Census Tract 378, Bronx County, New York",1048,26.9,78,40815,135,432,18,607
"857","360050267021","Block Group 1, Census Tract 267.02, Bronx County, New York",1806,30.8,160,34135,263,316,0,1497
"858","360050267024","Block Group 4, Census Tract 267.02, Bronx County, New York",369,51.6,60,NA,60,54,0,269
"859","360050269003","Block Group 3, Census Tract 269, Bronx County, New York",669,31.6,84,32946,16,96,147,383
"860","360050274012","Block Group 2, Census Tract 274.01, Bronx County, New York",585,56.8,100,67037,473,12,0,141
"861","360050274020","Block Group 0, Census Tract 274.02, Bronx County, New York",0,NA,0,NA,0,0,0,0
"862","360050274023","Block Group 3, Census Tract 274.02, Bronx County, New York",1193,53,328,95938,891,0,37,431
"863","360050276001","Block Group 1, Census Tract 276, Bronx County, New York",4,NA,0,NA,4,0,0,4
"864","360050279006","Block Group 6, Census Tract 279, Bronx County, New York",1034,33.6,147,76000,345,51,26,843
"865","360050293023","Block Group 3, Census Tract 293.02, Bronx County, New York",2027,37.1,972,97808,1114,202,0,727
"866","360050285003","Block Group 3, Census Tract 285, Bronx County, New York",489,34.2,129,NA,265,52,78,277
"867","360050288004","Block Group 4, Census Tract 288, Bronx County, New York",749,29.2,246,137664,719,3,23,16
"868","360050293012","Block Group 2, Census Tract 293.01, Bronx County, New York",899,60.7,411,135500,618,93,12,180
"869","360050023001","Block Group 1, Census Tract 23, Bronx County, New York",2378,29.6,65,18552,292,1075,0,1313
"870","360050039001","Block Group 1, Census Tract 39, Bronx County, New York",1679,27.5,0,19880,145,130,0,1549
"871","360050054001","Block Group 1, Census Tract 54, Bronx County, New York",797,42.9,58,64318,31,351,30,596
"872","360050062001","Block Group 1, Census Tract 62, Bronx County, New York",1048,26,76,27596,210,334,0,697
"873","360050062002","Block Group 2, Census Tract 62, Bronx County, New York",1679,22.5,49,17015,173,992,0,886
"874","360050229012","Block Group 2, Census Tract 229.01, Bronx County, New York",918,26.6,49,18267,96,453,0,549
"875","360050119001","Block Group 1, Census Tract 119, Bronx County, New York",2286,30.9,141,36827,234,543,32,1779
"876","360050248002","Block Group 2, Census Tract 248, Bronx County, New York",1096,34.6,306,54054,664,173,60,365
"877","360050484001","Block Group 1, Census Tract 484, Bronx County, New York",1175,33.2,255,94130,30,1061,0,89
"878","360050247001","Block Group 1, Census Tract 247, Bronx County, New York",719,36.5,120,46042,33,342,0,438
"879","360050266023","Block Group 3, Census Tract 266.02, Bronx County, New York",814,46.4,129,67524,761,0,0,247
"880","360050364002","Block Group 2, Census Tract 364, Bronx County, New York",950,37.9,150,58816,1,795,0,112
"881","360050164001","Block Group 1, Census Tract 164, Bronx County, New York",993,49.4,229,78646,829,38,0,298
